PMID/PMCID	Publisher	Journal title	Article title	COST (£) charged to Wellcome (inc VAT when charged)
PMC3709265	American Chemical Society	Journal of Proteome Research	Mapping Proteolytic Processing in the Secretome of Gastric Cancer-Associated Myofibroblasts Reveals Activation of MMP-1, MMP-2, and MMP‑3	2367.95
PMC3411196	American Chemical Society	Journal of Proteome Research	Proteomic analysis of extracellular matrix from the hepatic stellate cell line LX-2 identifies CYR61 and Wnt-5a as novel constituents of fibrotic liver	1321.88
PMCID: PMC3714598	Elsevier	Journal of Proteomics	Cleaning up the masses: Exclusion lists to reduce contamination with HPLC-MS/MS.	2471.41
PMC3714596 	Elsevier	Journal of Proteomics	Quantitative cross-linking/mass spectrometry using isotope-labelled cross-linkers.	2980.356
2.698811E7	Sage	Journal of Psychopharmacology	NK1 (TACR1) receptor gene 'knockout' mouse phenotype predicts genetic association with ADHD	1920
2.3620542E7	Oxford University Press	Journal of Public Health	Examining inequalities in the uptake of the school-based HPV vaccination programme in England: a retrospective cohort study	1800
3786528	Wiley-Blackwell	Journal of Sleep Research	Sleep patterns in children with ADHD: a population-based cohort study from birth to 11 years	2368.42
3708104	Wiley-Blackwell	Journal of Small Animal Practice	"Prevalence, outcome and risk factors for post-operative pyothorax in 232 dogs undergoing thoracic surgery
"	2400
PMC3477320	Elsevier	Journal of Structural Biology	From SPINE to SPINE-2 complexes and beyond	1939.95
PMC3137789	Elsevier	Journal of Structural Biology	Cells under siege: Viral glycoprotein interactions at the cell surface	1939.95
PMC3477310	Elsevier	Journal of Structural Biology	How vaccinia virus has evolved to subvert the host immune response	1939.95
PMC3477309	Elsevier	Journal of Structural Biology	Automation of large scale transient protein expression in mammalian cells	1939.95
PMC3477311	Elsevier	Journal of Structural Biology	Recording information on protein complexes in an information management system	1939.95
PMC3477317	Elsevier	Journal of Structural Biology	xtalPiMS: A PiMS-based web application for the management and monitoring of crystallization trials	1939.95
PMC3355306	Elsevier	Journal of Structural Biology	Cryo-electron tomography and 3-D analysis of the intact flagellum in trypanosoma brucei	2284.19
3698441	Elsevier	Journal of Structural Biology	A method to achieve homogeneous dispersion of large transmembrane complexes within the holes of carbon films for electron cryomicroscopy	2328.43
PMCID:PMC3728563	Elsevier	Journal of the American Academy of Child and Adolescent Psychiatry	Irritable Mood as a Symptom of Depression in Youth: Prevalence, Developmental, and Clinical Correlates in the Great Smoky Mountains Study	2409.8
PMC3593610	American Chemical Society	Journal of the American Chemical Society	Chemical and structural analysis of an antibody folding intermediate trapped during glycan biosynthesis	1626.14
"PMCID:
    PMC3677086
"	Elsevier	Journal of the American College of Cardiology	The Relationship Between Metabolic Risk Factors and Incident Cardiovascular Disease in Europeans, South Asians, and African Caribbeans	1528.17
23400772 PMC3586169 	Springer	Journal of  American Society for Mass Spectrometry	Probing the complementarity of FAIMS and strong cation exchange chromatography in shotgun proteomics	2081.07
3214239	Springer	Journal of the Association for Research in Otolaryngology	The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch	2049.78
"PMC3580885

"	Wiley-Blackwell	Journal of the History of the Behavioral Sciences	Normalizing the supernormal: The formation of the “Gesellschaft für Psychologische Forschung” (“Society for Psychological Research”), c. 1886-1890	2296.94
	Cambridge University Press	Journal of the International African Institute	Stuck in ruins, or up and coming?	2034
	Cambridge University Press	Journal of the International African Institute	Pharmacy, money and public health in Dakar.	2034
	Cambridge University Press	Journal of the International African Institute	Tarmacking in the mellinum city: spatial and temporal  tralectories of empowerment in Kenya.	2034
PMC3503237	Co-Action	Journal of the International AIDS Society	Quantifying losses from the care pathway for people living with infection in sub-Saharan Africa.	1370.63
PMC3535694	International AIDS Society	Journal of the International AIDS Society	Barriers and facilitators to linkage to ART in primary care: a qualitiative study of patients and providers in Blantyre, Malawi	1430.84
"PMCID:
    PMC3564972
"	International AIDS Society	Journal of the International AIDS Society	Childrens role in the community response to HIV in Zimbabwe	1663.2900000000002
PMC3736456 	Open Access Reg Ltd	Journal of the International AIDS Society	Sexual risk after HIV diagnosis: a comparison of pre-ART individuals with CD4_500 cells/ml and ART-eligible individuals in a HIV treatment and care programme in rural KwaZulu-Natal, South Africa	1451.6
3352832	Oxford University Press	Journal of the National Cancer Institute	Association between genetic variants on chromosome 15q25 locus and objective measures of tobacco exposure	2040
PMC3536641 	Oxford University Press	Journal of the National Cancer Institute	Effect of SMURF2 Targeting on Susceptibility to MEK Inhibitors in Melanoma	2040
PMC3560033	Elsevier	Journal of the Neurological Sciences	The m.3291T>C mt-tRNA mutation is definitely pathogenic and causes multisystem mitochondrial disease	2404.27
PMC3627078	Royal Society	Journal of the Royal Society Interface	Function-valued traits in evolution	1260
3730703	Royal Society	Journal of the Royal Society Interface	Cell-type-specific modelling of intracellular calcium signalling: a urothelial cell model	1260
"PMC3565701


"	Royal Society	Journal of the Royal Society Interface	A gene regulatory motif that generates oscillatory or multiway switch outputs	1680
Published 3 July 13	Royal Society	Journal of the Royal Society Interface	Life as we know it	1680
	Royal Society	Journal of the Royal Society Interface	Computational modelling of the piglet brain to simulate near-infrared spectroscopy and magnetic resonance spectroscopy data collected during oxygen deprivation	1680
2.3782536E7	Royal Society	Journal of the Royal Society Interface	The structure of latherin, a surfactant allergen protein from horse sweat and saliva	2057.78
PMC3767061	Sage	Journal of the Royal Society of Medicine Short Reports	Evidence and ideology as a rationale for light-therapy in Russia: from the Soviet Union to the present day.	420
PMC3641420	Sage	Journal of the Royal Society of Medicine Short Reports	Juvenile Huntington's disease: A population-based study using the general practice research database.	1500
"PMCID:
    PMC3565725"	Royal Society	Journal of the Royal Society Interface	Generating super-shedders: co-infection increases bacterial load and egg production of a gastrointestinal helminth.	1260
PMC3813975 	Wiley-Blackwell	Journal of the Royal Statistical Society: Series C (Applied Statistics)	A coupled hidden Markov model for disease interactions	2363.76
Not yet available	Elsevier	Journal of Transport Geography	The factors influencing car use in a cycle-friendly city: the case of Cambridge	1188.83
Not yet available	Wiley-Blackwell	Journal of Viral Hepatitis	Canine hepacivirus is not associated with chronic liver disease in dogs	2350.49
23785211 PMC3754066 	Cenveo	Journal of Virology	Acute CD8 Tcell response tat select for escape variants are needed to control live attenuted SIV	1604.82
PMC3470038	Elsevier	Journal of Virological Methods	A plate-based high-throughput assay for virus stability and vaccine formulation.	2165.92
	American Society for Microbiology	Journal of Virology	The human adenovirus type 5 L4 promoter is activated by cellular stress response protein p53	1312.59
PMID: 23152534 PMC3554137	American Society for Microbiology	Journal of Virology	Novel, potentially zoonotic paramyxoviruses from the African straw-coloured fruit bat (Eidolon helvum)	1549.44
"PMCID:
    PMC3648151
"	American Society for Microbiology	Journal of Virology	Structures of the Compact Helical Core Domains of Feline Calicivirus and Murine Norovirus VPg Proteins	1585.64
22875964 PMCID: PMC3457148 	American Society of Microbiology	Journal of Virology	Structure, function and evolution of the Crimean-C ongo hemorrhagic fever virus nucleocapsid protein	1247.41
PMC3624379	American Society of Microbiology	Journal of Virology	Genetic variability and the classification of hepatitis E virus	2019.89
PMC3571495	American Society for Microbiology	Journal of Virology	Estimating the Rate of Intersubtype Recombination in Early HIV-1 Group M Strains	1901.79
PMID: 23903843 PMC3807398 	Elsevier	Journal of Virology	Herpes simplex virus 1 targets the murine olfactory neuroepithelium for host entry	1577.9
PMID: 23903840 PMC3807390 	Elsevier	Journal of Virology	Glycoprotein B cleavage is important for murid herpesvirus 4 to infect myeloid cells	1577.91
"PMCID:
    PMC3554100
    [Available on 2013/7/1]"	American Society for Microbiology	Journal of Virology	"Unstable Polymerase-Nucleoprotein Interaction Is Not Responsible for Avian Influenza Virus Polymerase Restriction in Human Cells 
"	1871.85
PMC3826327 	Association for Research in Vision & Ophthalmology	Journal of Vision	Does optic flow parsing depend on prior estimation of heading?	1157.88
23567253 : PMC3641668 	Journal of Visualized Experiments	Journal of Visualized Experiments	An Injury Paradigm to Investigate Central Nervous System Repair in Drosophila	517.5
	Journal of Visualized Experiments	Journal of Visualized Experiments	Use of Galleria mellonella as a model organism to study Legionella pneumophila infection	3238.25
	Journal of Visualized Experiments	Journal of Visualized Experiments	Mouse hindbrain ex vivo culture to study facial branchiomotor neuron migration. 	2693.21
	Journal of Visualized Experiments	Journal of Visualized Experiments	A flow adhesion assay to study leucocyte recruitment to human hepatic sinusoidal endothelium under conditions of shear stress	3284.88
"PMC3640431

"	Journal of Visualized Experiments	Journal of Visualized Experiments	Chicken Embryo Spinal Cord Slice Culture Protocol	2671.48
Not yet published	Journal of Visualized Experiments	Journal of Visualized Experiments	A decellularization methodology for the production of a natural acellular intestinal matrix	2711.19
	Journal of Visualized Experiments	Journal of Visualized Experiments	FILM - to be filmed in November	2713.14
PMCID: PMC3675710	Nature Publishing Group	Kidney International	Leukocyte and serum S100A8/S100A9 expression reflects disease activity in ANCA-associated vasculitis and glomerulophritis	2400
PMC3674403	Nature Publishing Group	Kidney International	Albuminuria: too much testosterone, too few nephrons	2400
	Elsevier	 Lancet	Global trends in antiretroviral resistance in treatment-naive individuals with HIV after rollout of antiretroviral treatment in resource-limited settings: a global collaborative study and meta-regression analysis	4800
PMC3507620	Elsevier	Early Human Development	Managing Severe infection in infancy in resource poor settings 	838.35
PMID:23545320	Elsevier	Lancet Global Health	Stroke risk factors within an incident population in urban and rural Tanzania: A prospective, community based case control study	3678.7799999999997
3771416	Elsevier	Lancet Infect Dis	Efficacy of RTS,S malaria vaccines: individual-participant pooled analysis of phase 2 data.	3600
PMC3617601	Elsevier	Learning and Individual Differences	Understanding the science-learning environment:  a genetically sensitive approach	2302.93
3533127	Cold Spring Harbor Laboratory Press	Learning and Memory	The medial dorsal thalamic nucleus and the medial prefrontal cortex of the rat function together to support associative recognition and recency but not item recognition	1519.7099999999998
"PMC3687256

"	Cold Spring Harbor Laboratory Press	Learning and Memory	Schema-driven facilitation of new hierarchy learning in the transitive inference paradigm	1314.81
