DOI/PMID,Cost type,Cost (€),Article title,Journal title,Publisher,Year of publication,Open Access,Notes
,Other publication costs, € 750.00 ,"Tectonic significance of structures within the salt deposits Altaussee and Berchtesgaden–Bad Dürrnberg, Northern Calcareous Alps.",Austrian Journal of Earth Sciences,ÖSTERREICHISCHE GEOLOGISCHE GESELLSCHAFT / AUSTRIAN GEOLOGICAL SOCIETY,2011,OA,Open Access but not listed in DOAJ
10.1021/nn305987x,Hybrid Open Access," € 2,077.12 ",Tensile Lattice Strain Accelerates Oxygen Surface Exchange and Diffusion in La1–xSrxCoO3 Thin Films.,Nano Letters,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/ct300874c,Hybrid Open Access," € 2,077.12 ","Testing of the GROMOS Force-Field Parameter Set 54A8: Structural Properties of Electrolyte Solutions, Lipid Bilayers, and Proteins.",Journal of Chemical Theory and Computation,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1177/1354068812458610,Hybrid Open Access," € 1,162.14 ",Testing theories of party competition: The Austrian case.,Party Politics,SAGE PUBLICATIONS,2012,OA,
10.1074/jbc.M112.428847,Hybrid Open Access," € 1,129.07 ",The 2.5 Å Structure of the Enterococcus Conjugation Protein TraM resembles VirB8 Type IV Secretion Proteins.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1074/jbc.M112.428847,Other publication costs, € 842.06 ,The 2.5 Å Structure of the Enterococcus Conjugation Protein TraM resembles VirB8 Type IV Secretion Proteins.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1016/j.plaphy.2013.05.016,Other publication costs," € 1,176.00 ",The AAP gene family for amino acid permeases contributes to development of the cyst nematode Heterodera schachtii in roots of Arabidopsis.,Plant Physiology and Biochemistry,ELSEVIER,2013,,
10.1007/s13127-012-0112-4,Other publication costs," € 1,130.50 ","The Acoela: on their kind and kinships, especially with nemertodermatids and xenoturbellids (Bilateria incertae sedis).",Organisms Diversity and Evolution,SPRINGER VERLAG,2013,OA,
10.1016/j.ceca.2012.11.005,Other publication costs," € 1,200.00 ",The action of selective CRAC channel blockers is affected by the Orai pore geometry.,Cell Calcium,ELSEVIER,2013,,
10.1016/j.jcta.2012.05.002,Hybrid Open Access," € 2,979.94 ",The algebraic combinatorics of snakes.,Journal of Combinatorial Theory - Series A,ELSEVIER,2012,OA,
10.1105/tpc.112.104067,Hybrid Open Access, € 580.65 ,"The Arabidopsis SWR1 Chromatin-Remodeling Complex Is Important for DNA Repair, Somatic Recombination, and Meiosis.",Plant Cell,AMERICAN SOCIETY OF PLANT BIOLOGISTS,2013,OA,
10.1105/tpc.112.104067,Other publication costs," € 1,564.85 ","The Arabidopsis SWR1 Chromatin-Remodeling Complex Is Important for DNA Repair, Somatic Recombination, and Meiosis.",Plant Cell,AMERICAN SOCIETY OF PLANT BIOLOGISTS,2013,OA,
10.1074/jbc.M113.477893,Hybrid Open Access," € 1,145.82 ",The bacterial translocon SecYEG opens upon ribosome binding.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1074/jbc.M113.477893,Other publication costs, € 550.00 ,The bacterial translocon SecYEG opens upon ribosome binding.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1016/j.anbehav.2013.07.011,Hybrid Open Access," € 1,962.59 ",The benefit of evolving a larger brain: big-brained guppies perform better in a cognitive task .,Animal Behaviour,ELSEVIER,2013,OA,
10.1177/0963662513503772,Hybrid Open Access, € 488.48 ,The Bio:Fiction film festival: Sensing how a debate about synthetic biology might evolve.,Public Understanding of Science,SAGE PUBLICATIONS,2013,OA,
10.1038/cdd.2012.142,Other publication costs," € 4,137.83 ",The Ca2+/Mn2+ ion-pump PMR1 links elevation of cytosolic Ca2+ levels to alpha-synuclein toxicity in Parkinson’s disease models.,Cell Death and Differentiation,NATURE PUBLISHING GROUP,2013,OA,
10.1186/1476-4598-12-86,Gold Open Access," € 1,504.80 ",The complexity of NF-kB signaling in inflammation and cancer.,Molecular Cancer,BIOMED CENTRAL,2013,OA,
10.1007/s00285-013-0660-z,Hybrid Open Access," € 2,640.00 ",The consequences of gene flow for local adaptation and differentiation: a two-locus two-deme model.,Journal of Mathematical Biology,SPRINGER VERLAG,2013,OA,
10.1016/j.jcta.2012.04.007,Hybrid Open Access," € 1,354.52 ",The degree profile of random Pólya trees.,Journal of Combinatorial Theory - Series A,ELSEVIER,2012,OA,
10.1111/boj.12054,Hybrid Open Access," € 2,400.00 ",The design of trapping devices in pollination traps of the genus Arum (Araceae) is related to insect type.,Botanical Journal of the Linnean Society,WILEY-BLACKWELL,2013,OA,
10.1074/jbc.M112.393090,Other publication costs, € 878.54 ,The developing chicken yolk sac acquires nutrient transport competence by an orchestrated differentiation process of its endodermal epithelial cells.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1371/journal.pone.0067103,Gold Open Access," € 1,296.25 ",The DSF Quorum Sensing System Controls the Positive Influence of Stenotrophomonas maltophilia on Plants.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1016/j.imlet.2011.06.010,Hybrid Open Access, € 993.31 ,The effects of Cyclosporine A and azathioprine on human T cells activated by different costimulatory signals.,Immunology Letters,ELSEVIER,2011,OA,"delayed 5 days, OA on 07.07.2011"
10.1182/blood-2007-08-104372,Other publication costs, € 807.21 ,The effects of dasatinib on IgE receptordependent activation and histamine release in human basophils.,Blood,AMERICAN SOCIETY OF HEMATOLOGY,2008,,
10.1016/j.ijmedinf.2013.08.002,Hybrid Open Access," € 2,807.68 ",The EHR-ARCHE project: Satisfying clinical information needs in a Shared Electronic Health Record System based on IHE XDS and Archetypes.,International Journal of Medical Informatics,ELSEVIER,2013,OA,
10.1007/s00294-013-0407-9,Hybrid Open Access," € 2,618.00 ",The emergence of lipid droplets in yeast: current status and experimental approaches.,Current Genetics,SPRINGER VERLAG,2013,OA,
10.1242/jcs.118075,Hybrid Open Access," € 2,005.45 ",The endocannabinoid N-arachidonoyl glycine (NAGly) inhibits store-operated Ca2+ entry by abrogating STIM1/Orai1 interaction.,Journal of Cell Science,THE COMPANY OF BIOLOGISTS LIMITED,2012,OA,
10.1128/JB.00195-13,Hybrid Open Access," € 1,596.60 ",The Endosymbiont Amoebophilus asiaticus Encodes an S-Adenosylmethionine Carrier That Compensates for Its Missing Methylation Cycle.,Journal of Bacteriology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,OA,
10.1128/JB.00195-13,Other publication costs," € 1,186.27 ",The Endosymbiont Amoebophilus asiaticus Encodes an S-Adenosylmethionine Carrier That Compensates for Its Missing Methylation Cycle.,Journal of Bacteriology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,OA,
10.1002/pon.3427,Hybrid Open Access," € 2,654.11 ",The EORTC emotional functioning computerized adaptive test: phases I–III of a cross-cultural item bank development.,Psycho-Oncology,WILEY-BLACKWELL,2013,OA,
10.3390/e14122413,Gold Open Access," € 1,013.80 ",The Extension of Statistical Entropy Analysis to Chemical Compounds.,Entropy,MDPI,2012,OA,
10.1186/1478-811X-11-77,Gold Open Access," € 1,618.64 ",The functional interplay of Helicobacter pylori factors with gastric epithelial cells induces a multi-step process in pathogenesis.,Cell Communication and Signaling,BIOMED CENTRAL,2013,OA,
10.1016/j.molcel.2013.04.031,Hybrid Open Access," € 4,460.43 ",The Genetic Makeup of the Drosophila piRNA Pathway.,Molecular Cell,ELSEVIER,2013,OA,
10.1016/j.ssi.2012.02.012,Hybrid Open Access," € 2,257.53 ",The grain and grain boundary impedance of sol–gel prepared thin layers of yttria stabilized zirconia (YSZ).,Solid State Ionics,ELSEVIER,2012,OA,
10.1016/j.tecto.2012.10.016,Hybrid Open Access," € 2,167.32 ",The Haselgebirge evaporitic mélange in central Northern Calcareous Alps (Austria): Part of the Permian to Lower Triassic rift of the Meliata ocean?,Tectonophysics,ELSEVIER,2013,OA,
10.1088/0004-637X/768/1/31,Other publication costs," € 1,265.35 ","THE HEIGHT EVOLUTION OF THE ""TRUE"" CORONAL MASS EJECTION MASS DERIVED FROM STEREO COR1 AND COR2 OBSERVATIONS",THE ASTROPHYSICAL JOURNAL,IOP PUBLISHING,2013,OA,
10.1155/2013/395316,Gold Open Access," € 1,377.12 ",The Herbal Drug Melampyrum pratense L. (Koch): Isolation and Identification of Its Bioactive Compounds Targeting Mediators of Inflammation.,Evidence-based Complementary and Alternative Medicine,HINDAWI PUBLISHING CORPORATION,2013,OA,
10.1016/j.abb.2013.02.015,Hybrid Open Access," € 2,676.26 ",The human flavoproteome.,Archives of Biochemistry and Biophysics,ELSEVIER,2013,OA,
10.1016/j.jedc.2012.03.011,Hybrid Open Access," € 2,709.03 ",The impact of a financial transaction tax on stylized facts of price returns—Evidence from the lab.,Journal of Economic Dynamics and Control,ELSEVIER,2012,OA,
10.1016/j.psyneuen.2013.07.021,Hybrid Open Access," € 2,339.74 ",The impact of social exclusion vs. inclusion on subjective and hormonal reactions in females and males .,Psychoneuroendocrinology,ELSEVIER,2013,OA,
10.1371/journal.pone.0065296,Gold Open Access," € 1,246.15 ",The Importance of the Secure Base Effect for Domestic Dogs – Evidence from a Manipulative Problem-Solving Task.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1016/j.bbamem.2012.01.018,Hybrid Open Access," € 2,347.83 ",The innate immune response to products of phospholipid peroxidation. doi: 10.1016/j.bbamem.2012.01.018,Biochimica et Biophysica Acta - Biomembranes,ELSEVIER,2012,OA,
10.1039/C2MT20179H,Hybrid Open Access," € 2,400.00 ",The interplay between vacuolar and siderophore-mediated iron storage in Aspergillus fumigatus.,METALLOMICS,ROYAL SOCIETY OF CHEMISTRY (RSC),2012,OA,
10.1080/17457289.2013.800872,Hybrid Open Access," € 2,726.61 ","The issue agenda, party competence and popularity: An empirical analysis of Austria 1989–2004.","Journal of Elections, Public Opinion & Parties",TAYLOR & FRANCIS,2013,OA,
10.1088/2041-8205/766/1/L12,Other publication costs, € 669.27 ,THE KELVIN-HELMHOLTZ INSTABILITY AT CORONAL MASS EJECTION BOUNDARIES IN THE SOLAR CORONA: OBSERVATIONS AND 2.5D MHD SIMULATIONS.,Astrophysical Journal Letters,IOP PUBLISHING,2013,,
10.1016/j.immuni.2012.09.021,Hybrid Open Access," € 4,515.25 ",The Kinase PKCalpha Selectively Upregulates Interleukin-17A during Th17 Cell Immune Responses.,Immunity,ELSEVIER,2013,OA,
10.1016/j.immuni.2012.09.021,Other publication costs, € 909.10 ,The Kinase PKCalpha Selectively Upregulates Interleukin-17A during Th17 Cell Immune Responses.,Immunity,ELSEVIER,2013,OA,
10.1016/j.jpaa.2012.09.004,Hybrid Open Access," € 2,676.26 ","The large Davenport constant I: Groups with a cyclic, index 2 subgroup.",Journal of Pure and Applied Algebra,ELSEVIER,2013,OA,
10.1016/j.jsg.2013.07.002,Hybrid Open Access," € 2,943.88 ","The lateral boundary of a metamorphic core complex: The Moutsounas shear zone on Naxos, Cyclades, Greece.",Journal of Structural Geology,ELSEVIER,2013,OA,
10.1016/j.jsg.2013.07.002,Other publication costs," € 2,124.00 ","The lateral boundary of a metamorphic core complex: The Moutsounas shear zone on Naxos, Cyclades, Greece.",Journal of Structural Geology,ELSEVIER,2013,OA,
10.1080/01402382.2012.682349,Hybrid Open Access," € 2,348.40 ",The life cycle of party manifestos: exploring the Austrian case.,West European Politics,TAYLOR & FRANCIS,2012,OA,
10.1042/BJ20121422,Hybrid Open Access," € 2,640.00 ",The mannose 6-phosphate-binding sites of M6P/IGF2R determine its capacity to suppress matrix invasion by squamous cell carcinoma cells.,Biochemical Journal,PORTLAND PRESS,2013,OA,
10.1007/s13127-012-0117-z,Hybrid Open Access," € 2,380.00 ",The metatrochophore of a deep-sea hydrothermal vent vestimentiferan (Polychaeta: Siboglinidae).,Organisms Diversity and Evolution,SPRINGER VERLAG,2012,OA,
10.1073/pnas.1219414110,Hybrid Open Access, € 764.58 ,The multimillennial sea-level commitment of global warming.,Proceedings of the National Academy of Sciences of the United States of America,NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2013,OA,
10.1073/pnas.1219414110,Other publication costs," € 1,146.87 ",The multimillennial sea-level commitment of global warming.,Proceedings of the National Academy of Sciences of the United States of America,NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2013,OA,
10.1177/1354068812472582,Hybrid Open Access," € 1,162.14 ",The niche party concept and its measurement.,Party Politics,SAGE PUBLICATIONS,2013,OA,
10.1109/TIT.2012.2226560,Hybrid Open Access," € 1,325.76 ","The Number of Huffman Codes, Compact Trees, and Sums of Unit Fractions.",IEEE Transactions on Information Theory,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE),2013,OA,
10.1007/s00497-013-0234-7,Hybrid Open Access," € 2,618.00 ",The oxidative damage initiation hypothesis for meiosis.,Plant Reproduction,SPRINGER VERLAG,2013,OA,
10.1016/j.neuron.2013.05.027,Hybrid Open Access," € 4,460.43 ",The Phosphatase PP4c Controls Spindle Orientation to Maintain Proliferative Symmetric Divisions in the Developing Neocortex.,Neuron,ELSEVIER,2013,OA,
10.1111/1467-9248.12031,Hybrid Open Access," € 2,400.00 ",The Politics of Patronage and Coalition: How Parties Allocate Managerial Positions in State-Owned Enterprises.,Political Studies,WILEY-BLACKWELL,2013,OA,
10.1128/EC.00103-13,Hybrid Open Access," € 2,226.60 ",The Polyketide Synthase Gene pks4 of Trichoderma reesei Provides Pigmentation and Stress Resistance.,Eukaryotic Cell,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,OA,
10.1128/EC.00103-13,Other publication costs," € 1,662.53 ",The Polyketide Synthase Gene pks4 of Trichoderma reesei Provides Pigmentation and Stress Resistance.,Eukaryotic Cell,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,OA,
10.1016/j.ejc.2011.03.019,Hybrid Open Access," € 2,979.94 ",The poset of bipartitions.,European Journal of Combinatorics,ELSEVIER,2011,OA,immediate OA 01.04.2011
10.1016/j.bbamcr.2011.06.017,Hybrid Open Access," € 1,354.52 ",The power of AAA-ATPases on the road of pre-60S ribosome maturation — Molecular machines that strip pre-ribosomal particles.,Biochimica et Biophysica Acta - Molecular Cell Research,ELSEVIER,2012,OA,
,Hybrid Open Access, € 900.00 ,The presence of common frogs (Rana temporaria) increases the body condition of syntopic Alpine newts (Ichthyosaura alpestris) in oligotrophic high-altitude ponds: benefits of high-energy prey in a low-productivity habitat.,Annales Zoologici Fennici,FINNISH ZOOLOGICAL AND BOTANICAL PUBLISHING BOARD,2013,OA,
10.1371/journal.pone.0064609,Gold Open Access," € 1,270.84 ",The Pseudomonas aeruginosa Catabolite Repression Control Protein Crc Is Devoid of RNA Binding Activity.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1371/journal.pone.0067144,Gold Open Access," € 1,052.66 ",The Putative Protein Methyltransferase LAE1 of Trichoderma atroviride Is a Key Regulator of Asexual Development and Mycoparasitism.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1093/mp/sst023,Hybrid Open Access," € 2,550.00 ",The RdDM Pathway Is Required for Basal Heat Tolerance in Arabidopsis.,Molecular Plant,OXFORD UNIVERSITY PRESS (OUP),2013,OA,
10.1016/j.intell.2013.03.003,Hybrid Open Access," € 2,676.26 ",The relationship between intelligence and creativity: New support for the threshold hypothesis by means of empirical breakpoint detection.,Intelligence,ELSEVIER,2013,OA,
10.1111/ivb.12037,Hybrid Open Access," € 2,784.48 ","The reproductive system of Osedax (Annelida, Siboglinidae): ovary structure, sperm ultrastructure, and fertilization mode.",Invertebrate Biology,WILEY-BLACKWELL,2013,OA,
10.1175/JCLI-D-12-00681.1,Hybrid Open Access, € 643.09 ,The Response of Tropical Atmospheric Energy Budgets to ENSO.,Journal of Climate,AMERICAN METEOROLOGICAL SOCIETY (AMS),2013,OA,
10.1175/JCLI-D-12-00681.1,Other publication costs," € 2,194.57 ",The Response of Tropical Atmospheric Energy Budgets to ENSO.,Journal of Climate,AMERICAN METEOROLOGICAL SOCIETY (AMS),2013,OA,
10.1016/j.anireprosci.2012.10.002,Hybrid Open Access," € 2,257.62 ",The restricted ovulator chicken strain: An oviparous vertebrate model of reproductive dysfunction caused by a gene defect affecting an oocyte-specific receptor.,Animal Reproduction Science,ELSEVIER,2012,OA,
10.1002/per.1941,Hybrid Open Access," € 2,690.89 ",The Road to Creative Achievement: A Latent Variable Model of Ability and Personality Predictors.,European Journal of Personality,WILEY-BLACKWELL,2013,OA,
10.1039/C3RA42123F,Hybrid Open Access," € 3,008.41 ",The role of biocatalysis in the asymmetric synthesis of alkaloids.,RSC ADVANCES  (ROYAL SOCIETY OF CHEMISTRY ADVANCES),ROYAL SOCIETY OF CHEMISTRY (RSC),2013,OA,
10.1021/jp312510d,Hybrid Open Access," € 2,050.96 ",The Role of Defects in the Local Reaction Kinetics of CO Oxidation on Low-Index Pd Surfaces.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.placenta.2012.05.008,Hybrid Open Access," € 1,986.62 ",The role of interleukin 1ß in human trophoblast motility.,Placenta,ELSEVIER,2012,OA,
10.1016/j.soilbio.2013.01.012,Hybrid Open Access," € 2,676.26 ",The role of plant-associated bacteria in the mobilization and phytoextraction of trace elements in contaminated soils.,Soil Biology and Biochemistry,ELSEVIER,2013,OA,
