PMID/PMCID,Publisher,Journal title,Article title,COST (£)
21398630,Oxford University Press,Nucleic Acids Research,Escherichia coli ___ senses sequence and conformation of the promoter spacer region,"£1,704.00"
PMC3013636,Oxford University Press,Nucleic Acids Research,Extending CATH: increasing coverage of the protein structure universe and linking structure with function,£852.00
PMCID: PMC2952246,Oxford University Press,Nucleic Acids Research,NLP is a novel transcription regulator involved in VSG expression site control in Trypanosoma brucei ,£834.25
PMID:21546549,Oxford University Press,Nucleic Acids Research,SHAPE analysis of the FIV Leader RNA reveals a structural switch potentially controlling viral packaging and genome dimerization,£852.00
PMC2896526,Oxford University Press,Nucleic Acids Research,Spt4/5 stimulates transcription elongation through the RNA polymerase clamp coiled-coil motif,£834.25
PMID:21525127,Oxford University Press,Nucleic Acids Research,Stimulation of stop codon readthrough: frequent presence of an extended 3' RNA structural element,£710.00
PMC3159482,Oxford University Press,Nucleic Acids Research,Systematic bias in high-throughput sequencing data and its correction by BEADS,"£1,704.00"
PMC3125800,Oxford University Press,Nucleic Acids Research,"The Gene3D Web Services: a platform for identifying, annotating and comparing structural domains in protein sequences",£852.00
PMC3025549,Oxford University Press,Nucleic Acids Research,The linker domain of basal transcription factor TFIIB controls distinct recruitment and transcription stimulation functions.,£834.25
PMID: 21724598,Oxford University Press,Nucleic Acids Research ,Analysis of the molecular mechanisms which activate alternative pre-mRNA splicing pathways in germ cells and repress these splicing events in germ cells,£852.00
PMCID: PMC2841545 ,Oxford University Press,"Protein Engineering, Design and Selection",Generating a panel of highly specific antibodies to 20 human SH2 domains by phage display,"£1,498.13"
PMC3133737,Oxford University Press,Public Health Ethics,"Reasons why post-trial access to trial drugs should, or need not be ensured to research participants: A systematic review","£2,040.00"
PMC2999955,Oxford University Press,Rheumatology,A national registry for juvenile dermatomyositis and other paediatric idiopathic inflammatory myopathies: 10 years' experience; the Juvenile Dermatomyositis National (UK and Ireland) Cohort Biomarker Study and Repository for Idiopathic Inflammatory Myopat,"£1,498.13"
PMC2919198,Oxford University Press,Rheumatology Online,Pain reporting at different body sites is explained by a single underlying factor,"£1,498.13"
PMID:21389110,Oxford University Press,Schizophrenia Bulletin,The Effect of Cannabis Use and Cognitive Reserve on Age at Onset and Psychosis Outcomes in First-Episode Schizophrenia.,"£2,040.00"
PMC3044626,Oxford University Press,Schizophrenia Bulletin,A Randomized Experimental Investigation of Reasoning Training for People With Delusions,"£2,040.00"
PMC2894587,Oxford University Press,Schizophrenia Bulletin,Functional MRI of verbal self-monitoring in schizophrenia: performance and illness-specific effects,"£1,737.67"
,Oxford University Press,Schizophrenia Bulletin,"Negative cognition, depressed mood, and paranoia: A longitudinal pathway analysis using structural equation modeling","£1,080.00"
3063954,Oxford University Press,Social History of Medicine,"Being Able to Learn: Researching the History of a Therapeutic
Community","£1,700.00"
,Oxford University Press,Social History of Medicine,Medical 'Emplotment' and Plotting Medicine: Health and Disease in Late-Medieval Portuguese Chronicals,"£1,530.00"
,Oxford University Press,Social History of Medicine,"Old recipes, new practice?  The Latin adaptations of the hippocratic gynaecological treatises","£2,040.00"
PMC2895354,Oxford University Press,Social History of Medicine,"So what? A response to Roger Cooters, ""After death/after life"": The Social History of Medicine in Post-Postmodernity","£1,498.13"
,Oxford University Press,Social History of Medicine,"Uses of Yearbooks: The Voluntary Hospitals Database'
","£1,785.00"
PMC3149684,Oxford University Press,Social history of Medicine Online,"Maternity Charities, the Edinburgh Maternity Scheme and the Medicalisation of Childbirth, 1900–1925","£1,530.00"
,Oxford University Press,Social History of Medicine Online,The rhetoric of disfigurement in First World War Britain,"£2,040.00"
PMC 2943477,PLoS,CNVs in the Mouse Genome,Elusive Copy Number Variation in the Mouse Genome,£847.20
,PLoS,Genet 7,The transposon-like correia elements encode numerous strong promoters & provide a potential new mechanism for phase variation in the meningococcus,"£1,445.92"
PMC3006141,PLoS,Journal of Neglected Tropical Diseases,Bayesian Geostatistical Analysis and Prediction of Rhodesian Human African Trypanosomiasis,"£1,270.09"
PMC2970539,PLoS,Journal of Neglected Tropical Diseases,"Quantifying the Burden of Rhodesiense Sleeping Sickness in Urambo District, Tanzania","£1,236.95"
21526216,PLoS,Neglected Tropical Diseases,Solution Structure of a Repeated Unit of the ABA-1 Nematode polyprotein allergen of ascaris reveals a novel fold and two Discret Lipid Binding sites,"£1,382.00"
3001901,PLoS,PLoS Biology,Live imaging of innate immune cell sensing of transformed cells in zebrafish larvae: parallels between tumor initiation and wound inflammation,"£2,133.82"
PMC 2910593,PLoS,PLoS Biology,Structure of the CaMKIIdelta/calmodulin complex reveals the molecular mechanism of CaMKII kinase activation,"£1,958.59"
PMC3023811,PLoS,PLoS Biology,The gene regulatory cascade linking proneural specification with differentiation in Drosophila sensory neurons,"£1,688.55"
PMC 2867938,PLoS,PLoS Biology,"A Large Fraction of Extragenic RNA Pol II Transcription Sites Overlap Enhancers
A Large Fraction of Extragenic RNA Pol II Transcription Sites Overlap Enhancers
A Large Fraction of Extragenic RNA Pol II Transcription Sites Overlap Enhancers
A large fraction of extragenic RNA PolII transcription sites overlap enhancers",£587.70
PMC 3001898,PLoS,PLoS Biology,T-cells and neurogenesis,"£1,819.90"
PMCID: PMC3079587,PLoS,PLoS Biology,Eps8 Regulates Hair Bundle Length and Functional Maturation of Mammalian Auditory Hair Cells,"£1,800.10"
PMC3068928,PLoS,PLoS Computational Biology,A bayesian approach to analyse genetic variation within RNA viral populations,"£1,346.34"
PMC3000350,PLoS,PLoS Computational Biology,Incremental mutual information: a new method for characterizing the strength and dynamics of connections in neuronal circuits.,"£1,460.00"
PMC3068921,PLoS,PLoS Computational Biology,Inferring visuomotor priors for senserimotor learning,"£1,445.24"
PMC3182866,PLoS,PLoS Computational Biology,A single-rate context-dependent learning process underlies rapid adaptation to familiar object dynamics,"£1,378.17"
PMC 2924250,PLoS,PLoS Computational Biology,MODELING BACTERIAL CHEMOTAXIS,"£1,440.51"
PMCID: PMC2973816,PLoS,PLoS Computational Biology,Quantifying the impact of HIV-1 escape from CTLs,"£1,688.53"
PMC 2848537,PLoS,PloS Computational Biology,Quantifying aggregated uncertainty in Plasmodium falciparum malaria prevalence and populations at risk via efficient space-time,"£1,472.01"
PMC3128098,PLoS,PLoS Genetics,A two-stage meta-analysis identifies several new foci for Parkinson's disease,"£1,404.49"
PMC3150451,PLoS,PLoS Genetics,Genome-wide association analysis of autoantibody positivity in type 1 diabetes cases,"£1,365.71"
PMC  3107194,PLoS,PLoS Genetics,Multiple common susceptibility varients near BMP pathway loci GREM1 BMP4 and BMP2,"£1,659.17"
PMC2944787,PLoS,PLoS Genetics,Orphan CpG Islands Identify Numerous Conserved Promoters in the Mammalian Genome,"£1,415.75"
PMC 3060077,PLoS,PLoS Genetics,Quantifying the underestimation of relative risks from genome-wide association studies,"£1,401.06"
PMC3072368,PLoS,PLoS Genetics,Quantitative fitness analysis shows that NMD proteins and many other protein complexes suppress or enhance distinct telomere cap defect,"£1,668.49"
PMID: 21901106,PLoS,PLoS Genetics,Regulation of C.elegans p53/CEP-1 Dependent Germ Cell Apoptosis by RAS/MAPK Signalling,"£1,395.03"
PMC3197678,PLoS,PLoS Genetics,Successive increases in the resistance of Drosophila to viral infection through a transposon insertion and its duplication,"£1,393.97"
2987837,PLoS,PLoS Genetics,Genome-Wide Association Meta-Analysis of Cortical Bone Mineral Density Unravels Allelic Heterogeneity at the RANKL Locus and Potential Pleiotropic Effects on Bone,"£1,341.04"
PMID: 21298084,PLoS,PLoS Genetics,Evolutionary conserved regulation of HIF-1B by NF-kB,"£1,442.45"
PMC3128098,PLoS,PLoS Genetics,A Two-Stage Meta-Analysis Identifies Several New Loci For Parkinson's Disease,"£1,406.51"
PMCID:3079648 PMID: 21526229,PLoS,PLoS Medicine,"Effect of a nutrition supplement and physical activity program on pneumonia and walking capacity in Chilean older people: a factorial cluster randomized trial
","£1,813.44"
21990966,PLoS,PLoS Medicine,The uptake and accuracy of oal kits for HIV self-testing in high HIV prevalence setting,"£1,825.84"
21818180,PLoS,PLoS Medicine,"Utility of Xpert MTB/RIF Assay for Screening for HIV-Associated Tuberculosis and Rifampicin Resistance Prior to Antiretroviral Therapy in South Africa: a Prospective Study
","£1,814.78"
21886485,PLoS,PLoS Medicine,Corporate Social Responsibility and Access to Policy elites: an Analysis of Tobacco Industry Documents,"£1,809.71"
PMCID: PMC3119689,PLoS,PLoS Medicine,Epidemiological characteristics of 2009 pandemic influenza based on paired sera from a longitudinal community cohort study,"£2,114.21"
PMC3104976,PLoS,PLoS Medicine,Threshold haemoglobin levels and the prognosis of stable coronary disease: two new cohorts and a systematic review and meta-analysis.,"£1,812.84"
PMC 3082501,PLoS,PLoS Neglected Tropical Diseases,Strategies for introducing Wolbachia to reduce transmission of mosquito-borne diseases,"£1,636.89"
PMC2976683,PLoS,PLoS Neglected Tropical Diseases,A comprehensive genetic analysis of candiadte genes regulating response to Trypanosoma congolense infection in mice,"£1,679.24"
21909441,PLoS,PLoS Neglected Tropical Diseases,Differences between Trypanosoma brucei gambiense groups 1 and 2 in their resistance to killing by trypanolytic factor 1,"£1,382.00"
21483720,PLoS,PLoS Neglected Tropical Diseases,High Throughput Screens Yeild small molecule inhibitors of leishmania CRK3:CYC6 Cyclin - Dependent Kin,"£1,405.00"
PMID:20927190,PLoS,PLoS Neglected Tropical Diseases,Leishmania-specific surface antigens show sub-genus sequence variation and immune recognition,"£1,488.59"
PMC 2914753,PLoS,PLoS Neglected Tropical Diseases,The internation limits and population at risk of Plasmodium vivax transmission in 2009,"£1,494.29"
21483713,PLoS,PLoS Neglected Tropical Diseases,Clearing the backlog: trichiasis surgeon retention and productivity in Northern Ethiopia,"£1,409.39"
21829735,PLoS,PLoS Neglected Tropical Diseases,"DIAGNOSTIC ACCURACY OF A PROTOTYPE POINT-OF-CARE TEST
FOR OCULAR CHLAMYDIA TRACHOMATIS UNDER FIELD C","£1,381.76"
19564904,PLoS,PLoS Neglected Tropical Diseases,"Risk factors fo helminth, malaria and HIV infection in pregnancy in Entebbe, Uganda.","£1,357.27"
PMCID: PMC2939029,PLoS,PLoS Neglected Tropical Diseases,"Analysis of Complex Patterns of Human Exposure and Immunity to Schistosomiasis Mansoni: the Influence of Age, Sex, Ethnicity and IgE","£1,628.02"
,PLoS,PLoS Neglected Tropical Diseases,Effects of chronic ascariasis and trichuriasis on cytokine production and gene expression in human b,"£1,375.81"
PMC2666265,PLoS,PLoS One,Further Characterisation of the Molecular Signature of Quiescent and Activated Mouse Muscle Satellite Cells,£695.07
 PMC 3037369,PLoS,PLoS One,GENETIC AND ENVIRNMENTAL INFLUENCES ON CHINESE  LANGUAGE AND READING ABILITIES,£857.80
PMC2987816,PLoS,PLoS One, Integrated Genetic and Epigenetic Analysis Identifies Haplotype-Specific Methylation in the FTO Type 2 Diabetes and Obesity Susceptibility Locus,£864.39
PMCID: PMC 3078921,PLoS,PLoS One,A PiggyBac-Based Recessive Screening Method to Identify Pluripotency Regulators,£841.96
PMC3105092,PLoS,PLoS One,Biochemical comparison of Anopheles gambiae and human NADPH P450 reductases reveals different 2'-5'-ADP and FMN binding traits.,£987.91
PMID: 21151992 ,PLoS,PLoS One,Changes in resting neural connectivity during propofol sedation,£969.70
,PLoS,PLoS One,Cloning of the repertoire of individual Plasmodium falciparum var genes using transformation associa,£839.62
PMC3062558,PLoS,PLoS One,Determination of the membrane topology of the small EF-hand Ca2+ sensing proteins CaBP7 and CaBP8 ,£999.98
PMC3121735,PLoS,PLoS One,Deterministic and stochastic allele specific gene expression in single mouse blastomeres,£836.38
21931702,PLoS,PLoS One,Differences in disease severity but similar telomere lengths in genetic subgroups of patients with telomerase and shelterin mutations.,"£1,213.06"
