PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMC2720398,Oxford University Press,International Journal of Epidemiology,"Low birthwight and subsequent emotional and behavioural outcomes in 12-year old children in  Soweto, South Africa: findings from birth to twenty",£900.00
PMC3535748,Oxford University Press,International Journal of Epidemiology,"Trends and inequalities in cardiovascular disease mortality across 7932 English wards, 1982â€“2006: Bayesian spatial analysis","£2,040.00"
PMC3164428,Oxford University Press,Jnl of Infect diseases,Changes in serogroup and genotype prevalence among carried meningococi in the United Kingdom during vaccine implementation,"£1,700.00"
PMC3488196,Oxford University Press,Jnl of Infectious Diseases,Influenza infection and risk of acute myocardial infarction in England & Wales: a CALIBER self-controlled case series study.,"£2,380.00"
PMC3522447,Oxford University Press,Journal of Antimicrobial Chemotherapy,"TetAB(46), a predicted heterodimeric ABC transporter conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.","£2,040.00"
PMC3172043,Oxford University Press,Journal of Antimicrobial Chemotherapy,Dosing regimens of oral ciprofloxacin for children with severe malnutrition: a population pharmacokinetic study with Monte Carlo simulation,"£2,040.00"
"PMC3295601
",Oxford University Press,journal of Infectious diseases,"A Human Challenge Model for Mycobacterium tuberculosis Using Mycobacterium bovis Bacille Calmette-Guérin
","£1,700.00"
PMC3379838,Oxford University Press,Journal of Infectious Diseases,"Benznidazole-resistance in Trypanosoma cruzi is a readily acquired trait that can arise independently in a single population 
","£2,040.00"
PMC3414230,Oxford University Press,Journal of Infectious Diseases,HPV vaccination in Tanzanian schoolgirls: cluster-randomised trial comparing two vaccine delivery strategies.,"£2,380.00"
PMC3357136,Oxford University Press,Journal of Infectious diseases,Parvovirus 4 Infection and Clinical Outcome in High-Risk Populations.,"£1,855.50"
PMC3274377,Oxford University Press,Journal of Infectious Diseases,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis.,"£1,110.00"
PMC3459845,Oxford University Press,Journal of Infectious Diseases,Escherichia coli-mediated impairment of ureteric contractility is UPEC-specific,"£2,040.00"
PMC3414233,Oxford University Press,Medical Law Review,"R. Scott, C. Williams, K. Ehrich and B. Farsides, 'Donation of ""Spare"" Fresh or Frozen Embryos to Research: Who Decides that an Embryo is ""Spare"" and How Can We Enhance the Quality and Protect the Validity of Consent?' (2012) 20/3 Medical Law Review 255-303","£2,040.00"
PMC3472498,Oxford University Press,Mol Biol & Evol,Estimating divergence dates and substitution rates in the Drosophila phylogeny,"£1,740.00"
PMID: 21705381,Oxford University Press,Molecular Biology & Evolution,On the origins of Mendelian disease-genes in man: the impact of gene duplication,"£2,040.00"
PMC3424409,Oxford University Press,Molecular Biology and Evolution,Improving the Accuracy of Demographic and Molecular Clock Model Comparison While Accommodating Phylogenetic Uncertainty,"£2,040.00"
PMC3339637,Oxford University Press,Molecular Human Reproduction,Rho-kinase (ROCK)-dependent phosphorylation of myosin phosphatase targeting subunit (MYPT1) is associated with phasic contractions of isolated human myometrium,"£2,040.00"
PMC3482013,Oxford University Press,Nicotine and Tobacco Research,"From men to mice: CHRNA5/CHRNA3, smoking behaviour and disease","£2,040.00"
PMC3467086,Oxford University Press,Nucleic Acid Research,"NF45 dimerizes with NF90, Zfr and SPNR via a conserved domain that has a nucleotidyltransferase fold",£867.50
PMC2808915,Oxford University Press,Nucleic Acid Research,NNDB: the nearest neighbor parameter database for predicting stability of nucleic acid secondary structure.,£852.00
PMC3300016,Oxford University Press,Nucleic Acid Research,A flexible brace maintains the assembly of a hexameric replicative helicase during DNA unwinding,"£1,704.00"
PMC3315312,Oxford University Press,NUCLEIC ACID RESEARCH,A PRE-INITIATION COMPLEX AT THE 3'-END OF GENES DRIVES ANTISENSE TRANSCRIPTION,"£1,704.00"
PMC3045592,Oxford University Press,Nucleic Acid Research,Co-transcriptional RNA cleavage provides a failsafe termination mechanism for yeast RNA polymerase 1,"£1,420.00"
PMC3413131,Oxford University Press,Nucleic Acid Research,"The transition in spliceosome assembly from complex E to complex A purges surplus U1 snRNPs from alternative splice sites.
","£1,704.00"
PMC3413136,Oxford University Press,Nucleic Acids Research,Dissociation from DNA of Type III Restriction–Modification enzymes during helicase-dependent motion and following endonuclease activity,£852.00
PMC3367207,Oxford University Press,Nucleic Acids Research,DNA looping by FokI: the impact of synapse geometry on loop topology at varied site orientations,£852.00
"PMC3367208
",Oxford University Press,Nucleic Acids Research,DNA looping by FokI: the impact of twisting and bending rigidity on protein-induced looping dynamics,£852.00
PMC3245158,Oxford University Press,Nucleic Acids Research,"Gene3D: a domain-based resource for comparative genomics, functional annotation and protein network analysis",£852.00
PMC3488230,Oxford University Press,Nucleic Acids Research,"Multipartite control of the DNA translocase, Mfd",£852.00
PMC3378870,Oxford University Press,Nucleic Acids Research,Regulation of Enteric vapBC transcription: Induction by VapC Toxin Dimer-Breaking,£852.00
PMC3273827,Oxford University Press,Nucleic Acids Research,Analysis of the interaction with the hepatitis C virus mRNA reveals an alternative mode of RNA recognition by the human La protein ,£852.00
PMC3424555,Oxford University Press,Nucleic Acids Research,BIM promoter directly targeted by EBNA3C in polycomb-mediated repression by EBV,£852.00
PMC3287171,Oxford University Press,NUCLEIC ACIDS RESEARCH,BIOI-CAP: TECHNIQUE TO PURIFY & CHARACTERISE REGIONS OF NON-METHYLATED DNA,"£1,704.00"
PMC3488249,Oxford University Press,Nucleic Acids Research,Cell cycle regulated control of VSG expression site silencing by histones and histone chaperones ASF1A in Trypanosoma brucei.,"£1,704.00"
PMC3467052,Oxford University Press,Nucleic Acids Research,Epigenetic control of alternative mRNA processing at the imprinted Herc3/Nap1l5 locus,£710.00
PMC3439906,Oxford University Press,Nucleic Acids Research,Exploring the DNA mimicry of the Ocr protein of phage T7,£852.00
PMC3333852,Oxford University Press,Nucleic Acids Research,Human box C/D snoRNA processing conservation across multiple cell types,"£1,704.00"
PMC3488216,Oxford University Press,Nucleic Acids Research,Recognition of the 70S ribosome and polysome by the RNA degradosome in Escherichia coli,"£1,704.00"
PMC3300015,Oxford University Press,Nucleic Acids Research,Specialisation of an Exonuclease III family enzyme in the repair of 3’ DNA lesions during base excision repair in the human pathogen Neisseria meningitidis,£852.00
PMC3326313,Oxford University Press,Nucleic Acids Research,The structure and selectivity of the SR protein SRSF2 RRM domain with RNA,"£1,704.00"
PMC3351162,Oxford University Press,Nucleic Acids Research,Visualization of a DNA-PK/PARP1 complex,£852.00
PMC3354676,Oxford University Press,Rheumatology,Maternal microchimerism in muscle biopsies from children with juvenile dermatomyositis,"£2,040.00"
PMC2919198,Oxford University Press,Rheumatology Online,Pain reporting at different body sites is explained by a single underlying factor,"£1,498.13"
PMC3122279,Oxford University Press,Schizophrenia Bulletin,"IQ Trajectory, Cognitive Reserve, and Clinical Outcome Following a First Episode of Psychosis: A 3-Year Longitudinal Study","£1,800.00"
,Oxford University Press,Science & Public Policy,Mapping the role of official bioethics advice in the governance of biotechnologies in the EU the European Group on Ethics Opinion on commercial cord blood banking,"£2,040.00"
PMC3150849,Oxford University Press,Social Cognitive and Affective Neuroscience,Priming for self-esteem influences the monitoring of one’s own performance,"£2,040.00"
PMC3324571,Oxford University Press,Social Cognitive and Affective Neuroscience,The thing that should not be: predictive coding and the uncanny valley in perceiving human and humanoid robot actions.,"£1,700.00"
PMC3547393,Oxford University Press,Social History of Medicine,Coming 'Home' to (post) Colonial Medicine: Treating tropical bodies in post-war britain ,"£1,700.00"
,Oxford University Press,Social History of Medicine,A modern history of the stomach,"£1,700.00"
PMC3338125,Oxford University Press,Social History of Medicine,Birth attendants and midwifery practice in early twentieth century Derbyshire,"£2,040.00"
PMC3547392,Oxford University Press,Social History of Medicine,Where is the fault? The starvation of Edward Cooper at the Isle of Wight Workhouse in 1877,"£2,040.00"
PMC3279053,Oxford University Press,Social History of Medicine,"Who Guards the Guardians? Ian Kennedy, Bioethics, and the 'Ideology of Accountability' in British Medicine","£2,040.00"
PMC3324565,Oxford Universtiy Press,Social Cognitive and Affective Neuroscience,The Neural Basis of Intuitive and Counterintuitive Moral Judgement,"£1,700.00"
PMC3492921,Portland Press,Biochemical Journal,2-APB potentiated channels amplify CatSper-induced Ca2+,"£1,800.00"
PMC3198503,Portland Press,Biochemical Journal,A biochemical analysis of the constraints of tail-anchored protein biogenesis,"£1,800.00"
PMC3286858,Portland Press,Biochemical Journal,Inhibition of protein translocation at the endoplasmic reticulum promotes activation of the unfolded protein response,"£2,100.00"
PMC3242509,Portland Press,Biochemical Journal,Location and dynamics of an active promoter in Escherichia coli K-12.,"£1,800.00"
PMC3465989,Portland Press,Biochemical Journal,"Muscarinic receptors stimulate AC2 by novel phosphorylation sites, whereas G__ subunits exert opposing effects depending on the G-protein source","£1,800.00"
PMC3262186,Portland Press,Biochemical Journal,Translation of minigene in the 5 leader sequence of the enterhaemorrhagic,"£1,800.00"
PMC3260541,Portland Press,Biochemical Journal,A mitochondrial targeted cyclosporin A with high binding affinity for cyclophilin D yields improved cytoprotection of cardiomyocytes,"£1,800.00"
PMC3462612,Portland Press,Biochemical Journal,Protein kinase D2 has a restricted but critical role in T cell antigen receptor signaling in mature T cells.,"£2,100.00"
PMC3242510,Portland Press,Biochemical Journal,"Reduction in BACE1 decreases body weight, protects against diet-induced obesity and enhances insulin sensitivity in mice","£1,800.00"
PMC3465988,Portland Press,Biochemical Journal,"Farnesyl diphosphate synthase, the target for nitrogen-containing bisphonate drugs is a peroxisomal enzymein the model system Dictyostelium discoideum","£2,100.00"
PMC3462610,Portland Press,Biochemistry Journal,Docking interactions of the JNK scaffold protein WDR62,"£1,800.00"
PMC3441150,Portland Press,Biochemistry Journal,Neuropilin-1 regulates platelet-derived growth factor receptor signalling in mesenchymal stem cells,"£1,800.00"
PMC3430002,Portland Press,Biochemistry Journal,Stepwise proteolytic activation of type I procollagen to collagen within the secretory pathway of tendon fibroblasts in situ,"£2,100.00"
PMC3590753,Psychology Press,Cognitive Neuroscience,Resource allocation and prioritization in auditory working memory,"£2,151.32"
PMC3666083,Public Library of Science,Journal of Neuroscience,Spectraplakins promote microtubule-mediated axonal growth by functioning as structural microtubule-associated proteins and EB1-dependent +TIPs (tip interacting proteins).,"£2,224.93"
PMC3166162,Public Library of Science,PLOS Biology,A Dual Binding Mode for RhoGTPases in Plexin Signalling,"£1,797.90"
PMC2903595,Public Library of Science,PLOS Biology,Active RNA polymerases: mobile or immobile molecular machines?,"£2,008.53"
PMC3289589,Public Library of Science,PLOS Biology,Movement-Related Theta Rhythm in Humans: Coordinating Self-Directed Hippocampal Learning,"£1,963.17"
"PMC3274502
",Public Library of Science,PLOS Biology,"Multi-Cellular Rosettes in the Mouse Visceral Endoderm Facilitate the Ordered Migration of Anterior Visceral Endoderm Cells
","£1,834.45"
