PMID,PMCID,DOI,Publisher,Owned by/Affiliated to/Journal of,ISSN,Journal Impact Factor,Journal Title,Hybrid or Pure OA?,Article title,Citations Google Scholar,Altmetric score,CC licence type,Copyright Owner,Is the article freely available?,Cost,Contributor,Notes,ROMEO,PMC,DOIURL,XML Metadata,OpenArticleGauge
,PMC3374517,10.1107/S1744309112010330,International Union of Crystallography,,2053-230X,0.55,Acta Crystallographica F,Hybrid,Crystallization and preliminary crystallographic analysis of the major capsid proteins VP16 and VP17 of bacteriophage P23-77,6,,CC-BY,,Yes,£754.90,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3606566,10.1107/S1744309113002352,International Union of Crystallography,,2053-230X,0.55,Acta Crystallographica F,Hybrid,Structure of Pseudomonas aeruginosa inosine 5'-monophosphate dehydrogenase,2,,CC-BY,,Yes,£807.67,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3668577,10.1107/S174430911301292X,International Union of Crystallography,,2053-230X,0.55,Acta Crystallographica F,Hybrid,Structure of diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase from Acinetobacter baumannii.,0,,CC-BY,,Yes,£785.60,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3813989,10.1111/1467-9566.12017,Wiley-Blackwell,Foundation for the Sociology of Health & Illness,1467-9566,1.74,Sociology of Health & Illness,Hybrid,"Risk, governance and the experience of care",,,,,,"£1,598.18",,,ROMEO,PMC,DOI,,OAG
,PMC3709121,10.1111/1600-0498.12019,Wiley-Blackwell,,0008-8994,0.50,Centaurus,Hybrid,"Collecting knowledge for the family: recipes, gender and practical knowledge in the early modern English household",,,,,,"£2,292.03",,,ROMEO,PMC,DOI,,OAG
,PMC3638368,10.1111/2049-632X.12024,Wiley-Blackwell,Federation of European Microbiological Societies,2049-632X,none,Pathogens and Disease,Hybrid,"Transformation of a plasmid-free, genital tract isolate of Chlamydia trachomatis with a plasmid vector carrying a deletion in CDS6 revealed that this gene regulates inclusion phenotype",,,,,,"£2,269.15",,,ROMEO,PMC,DOI,,OAG
,PMC3798131,10.1111/acel.12080,Wiley-Blackwell,Anatomical Society,1474-9726,5.71,Aging Cell,Pure OA,"TORC1 signaling inhibition by rapamycin and caffeine affect lifespan, global gene expression and cell proliferation of fission yeast",7,,CC-BY,,Yes,"£1,970.57",Stuart Lewis,,ROMEO,PMC,DOI,,OAG
,PMC3908358,10.1111/add.12268,Wiley-Blackwell,Society for the Study of Addiction,1360-0443,4.75,Addiction,Hybrid,"Childhood conduct disorder trajectories, prior risk factors and cannabis use at age 16: birth cohort study",1,,CC-BY,,Yes,"£2,352.94",Stuart Lewis,,ROMEO,PMC,DOI,,OAG
,,10.1111/add.12329,Wiley-Blackwell,Society for the Study of Addiction,1360-0443,4.75,Addiction,Hybrid,"Acute alcohol-related dysfunction as a predictor of employment status in a longitudinal study of working age men in Izhevsk, Russia.",1,,CC-BY,,Yes,"£1,919.51",Stuart Lewis,,ROMEO,,DOI,,OAG
23331923,none,10.1111/ajt.12065,Wiley-Blackwell,American Society of Transplantation and the American Society of Transplant Surgeons,1600-6135,6.19,American Journal of Transplantation,Hybrid,TNFa from classically activated macrophages accentuates epithelial to mesenchymal transitions in obliterative bronchiolitis,,,,,,"£1,884.30",,,ROMEO,PMC,DOI,,OAG
,PMC3746108,10.1111/ajt.12271,Wiley-Blackwell,American Society of Transplantation and the American Society of Transplant Surgeons,1600-6135,6.19,American Journal of Transplantation,Hybrid,Biliary epithelial senescence and plasticity in acute cellular rejection,,,,,,"£2,373.84",,,ROMEO,PMC,DOI,,OAG
none,none,10.1111/amet.12002,Wiley-Blackwell,American Ethnologist Society,0094-0496,,American Ethnologist,Hybrid,Public secrets in public health: knowing not to know while making scientific . ..,,,,,,"£1,870.67",,,ROMEO,PMC,DOI,,OAG
,PMC3734623,10.1111/aos.12077,Wiley-Blackwell,Scandinavian Physiological Society,1748-1716,4.38,Acta Physiologica,Hybrid,Integration of transient receptor potential canonical channels with lipids,14,,CC-BY-NC,,Yes,"£1,991.50",Stuart Lewis,,ROMEO,PMC,DOI,,OAG
,PMC3798121,10.1111/aos.12077,Wiley-Blackwell,Acta Ophthalmologica Scandinavica Foundation,1755-3768,2.35,Acta Ophthalmologica,Hybrid,Visual and psychological morbidity among patients with autosomal dominant optic atrophy,2,,CC-BY-NC,,Yes,"£2,270.16",Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3761188,10.1111/apt.12199,Wiley-Blackwell,Wiley-Blackwell,1365-2036,4.55,Alimentrary Pharmacology & Therapeutics,Hybrid,Meta-analysis: the diagnostic accuracy of critical flicker frequency in minimal hepatic encephalopathy,10,,CC-BY-NC,,Yes,"£2,373.59",Stuart Lewis,,ROMEO,PMC,DOI,,OAG
,PMC3761189,10.1111/apt.12299,Wiley-Blackwell,Wiley-Blackwell,1365-2036,4.55,Alimentrary Pharmacology & Therapeutics,Hybrid,"Predicting the development of acute kidney injury in liver cirrhosis--an analysis of glomerular filtration rate, proteinuria and kidney injury biomarkers.",1,,CC-BY-NC,,Yes,"£2,373.59",Stuart Lewis,,ROMEO,PMC,DOI,,OAG
,PMC3612708,10.1111/bcp.12022,Wiley-Blackwell,British Pharmacological Society,0306-5251,3.58,British Journal of Clinical Pharmacology,Hybrid,Human stem cell-derived astrocytes and their application to studying Nrf2-mediated neuroprotective pathways and therapeutics in neurodegeneration,,,,,,"£2,184.22",,,ROMEO,PMC,DOI,,OAG
,PMC3853540,10.1111/bcp.12100,Wiley-Blackwell,,0306-5251,3.58,British Journal of Clinical Pharmacology,Hybrid,The association between Parkinson's disease and anti-epilepsy drug carbamazepine: a case-control study using the UK General Practice Research Database,,,,,,"£2,009.65",,,ROMEO,PMC,DOI,,OAG
,PMC3594681,10.1111/bph.12016,Wiley-Blackwell,British Pharmacological Society,0007-1188,5.07,British Journal of Pharmacology,Hybrid,On the selectivity of neuronal nitric oxide synthase inhibitors,,,,,,"£1,900.90",,,ROMEO,PMC,DOI,,OAG
,PMC3596649,10.1111/bph.12041,Wiley-Blackwell,British Pharmacological Society,0007-1188,5.07,British Journal of Pharmacology,Hybrid,Inhibition of endothelial cell calcium entry and transient receptor potential,,,,,,"£1,868.00",,,ROMEO,PMC,DOI,,OAG
,PMC3687655,10.1111/bph.12166,Wiley-Blackwell,British Pharmacological Society,0007-1188,5.07,British Journal of Pharmacology,Hybrid,Discriminating between 5-HT3A and 5-HT3AB receptors,,,,,,"£2,345.58",,,ROMEO,PMC,DOI,,OAG
,PMC3724117,10.1111/bph.12239,"National Academy of Sciences, USA",National Academy of Sciences,1091-6490,9.74,PNAS,Hybrid,Shaping accoustic fields as a toolset for microfluidic manipulations in diagnostic technologies,,,,,,"£1,420.00",,,ROMEO,PMC,DOI,,OAG
,PMC3724117,10.1111/bph.12239,Wiley-Blackwell,British Pharmacological Society,0007-1188,5.07,British Journal of Pharmacology,Hybrid,Ca2+ signals evoked by histamine H1 receptors are attenuated by activation of prostaglandin EP2 and EP4 receptors in human aortic smooth muscle cells,,,,,,"£2,373.57",,,ROMEO,PMC,DOI,,OAG
,PMC3563216,10.1111/cea.12040,Wiley-Blackwell,Wiley-Blackwell,0954-7894,4.79,Clinical and Experimental Allergy,Hybrid,"Effects of geohelminth infection and age on the associations between allergen-specific IgE, skin test reactivity and wheeze: a case-control study",,,,,,"£2,329.11",,,ROMEO,PMC,DOI,,OAG
,PMC3599488,10.1111/cmi.12047,Wiley-Blackwell,Wiley-Blackwell,1462-5814,4.81,Cellular Microbiology,Hybrid,In silico directed mutagenesis identifies the CD81/claudin-1 hepatitis C virus,,,,,,"£2,270.50",,,ROMEO,PMC,DOI,,OAG
,PMC3599488,10.1111/cmi.12047,Wiley-Blackwell,Wiley-Blackwell,1462-5814,4.81,Cellular Microbiology,Hybrid,Hepatoma polarization limits CD81 and hepatitis C virus dynamics.,,,,,,"£2,284.62",,,ROMEO,PMC,DOI,,OAG
,PMC3638362,10.1111/cmi.12093,Wiley-Blackwell,Wiley-Blackwell,1462-5814,4.81,Cellular Microbiology,Hybrid,Characterization of herpes simplex virus type 1 L-particle assembly and egress in hippocampal neurones by electron cryo-tomography.,,,,,,"£2,400.85",,,ROMEO,PMC,DOI,,OAG
,PMC3746115,10.1111/dar.12044,Wiley-Blackwell,,0959-5236,2.02,Drug and Alcohol Review,Hybrid,Brief intervention content matters.,,,,,,"£1,966.31",,,ROMEO,PMC,DOI,,OAG
,PMC3662996,10.1111/dewb.12009,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,Evolving friendships and shifting ethical dilemmas: Fieldworkers' experiences in a short term community based study in Kenya.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3662995,10.1111/dewb.12010,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,Feedback of research findings for vaccine trials: experiences from two malaria vaccine trials involving healthy children on the Kenyan coast.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3654571,10.1111/dewb.12014,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,Engaging communities to strengthen research ethics in low-income settings: selection and perceptions of members of a network of representatives in coastal Kenya.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3662994,10.1111/dewb.12015,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,Working with community health workers as 'volunteers' in a vaccine trial: practical and ethical experiences and implications.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3674534,10.1111/dewb.12019,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,"She's my sister-in-law, my visitor, my friend' -- challenges of staff identity in home follow-up in an HIV trial in Western Kenya.",,,,,,"£1,954.14",,,ROMEO,PMC,DOI,,OAG
,PMC3654560,10.1111/dewb.12023,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,Ethical challenges that arise at the community interface of health research: village reports experiences in Western Kenya.,,,,,,"£1,982.68",,,ROMEO,PMC,DOI,,OAG
,PMC3662993,10.1111/dewb.12027,Wiley-Blackwell,Wiley-Blackwell,1471-8731,0.83,Developing World Bioethics,Hybrid,Field workers at the interface.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3654556,10.1111/dme.12122,Wiley-Blackwell,Diabetes UK,0742-3071,3.24,Diabetic Medicine,Hybrid,Biallelic PDX1 (insulin promoter factor 1) mutations causing neonatal diabetes without exocrine pancreatic insufficiency,,,,,,"£2,310.95",,,ROMEO,PMC,DOI,,OAG
,PMC3709123,10.1111/dme.12148,Wiley-Blackwell,Diabetes UK,0742-3071,3.24,Diabetic Medicine,Hybrid,HLA class II gene associations in African American type 1 diabetes reveal a protective HLA-DRB*03 haplotype,,,,,,"£2,377.66",,,ROMEO,PMC,DOI,,OAG
,PMC3734649,10.1111/epi.12173,Wiley-Blackwell,International League Against Epilepsy,0013-9580,3.91,Epilepsia,Hybrid,The Genetic Risk of Acute Seizures in African Children with Falciparum Malaria,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
23750825,none,10.1111/epi.12236,Wiley-Blackwell,International League Against Epilepsy,0013-9580,3.91,Epilepsia,Hybrid,Incidence of convulsive epilepsy in a rural area in Kenya.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3684743,10.1111/eva.12048,Wiley-Blackwell,,1752-4563,4.15,Evolutionary Applications,Pure OA,Costs of crowding for the transmission of malaria parasites,,,,,,"£1,524.00",,,ROMEO,PMC,DOI,,OAG
,PMC3564407,10.1111/febs.12038,Wiley-Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,Structural basis of peptide recognition by the angiotensin-1 converting enzyme homologue AnCE from Drosophila melanogaster.,,,,Author copyright,,"£2,247.05",,,ROMEO,PMC,DOI,,OAG
,PMC3572582,10.1111/febs.12071,Wiley-Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,Crystal structures of murine angiogenin-2 and -3-probing 'structure--function' relationships amongst angiogenin homologues.,,,,Author copyright,,"£2,246.21",,,ROMEO,PMC,DOI,,OAG
,PMC3599479,10.1111/febs.12097,Wiley-Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,Tetrameric structure of SUR2B from electron microscopy of oriented single particles,,,,Author copyright,,"£1,879.96",,,ROMEO,PMC,DOI,,OAG
,PMC23506317,10.1111/febs.12248,Wiley Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,Substrate specificity and the effect of calcium on Trypanosomabrucei metacaspase 2,,,Publisher copyright,Author Copyright,Yes,£2430,Dawn Pike,,ROMEO,PMC,DOI,,
,PMC3734648,10.1111/febs.12252,Wiley-Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,Adenosin-5'-phosphosulfate (APS) - a multifaceted modulator of bifunctional PAPS synthases and related enzymes,,,,,,"£1,500.00",,,ROMEO,PMC,DOI,,OAG
,PMC3795440,10.1111/febs.12273,Wiley-Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,Recent progress in satellite cell/myoblast engraftment: relevance for therapy,,,CC BY,Author copyright,,"£1,500.00",,,ROMEO,PMC,DOI,,OAG
,PMC3806363,10.1111/febs.12308,Wiley-Blackwell,Federation of European Biochemical Societies,1742-464X,4.25,FEBS Journal,Hybrid,The architecture of Trypanosoma brucei tubulin-binding cofactor B and implications for function,,,CC BY,,,"£2,334.91",,,ROMEO,PMC,DOI,,OAG
,PMC3731578,10.1111/hpb.12010,Wiley-Blackwell,International Hepato-Pancreato-Biliary Association,1365-182X,,HPB,Hybrid,An experimental study to identify the potential role of pharmacogenomics in determining the occurrence of oxaliplatin-induced liver injury,,,,,,"£2,311.56",,,ROMEO,PMC,DOI,,OAG
,PMC3530087,10.1111/imm.12012,Wiley-Blackwell,British Society for Immunology,0019-2805,,Immunology,Hybrid,Increased HLA-E expression in white matter lesions in multiple sclerosis,,,,,,"£1,513.73",,,ROMEO,PMC,DOI,,OAG
23782406,,10.1111/irv.12131,Wiley-Blackwell,,1750-2659,1.47,Influenza and Other Respiratory Viruses,Pure OA,Identification of RSV Group B Viruses that lack the 60-Nucleotide duplication after 6 Consecutive Epidemics of total BA dominance in Coastal Kenya,,,,,,"£1,834.77",,All articles submitted from 1st October 2013 are published under the terms of the Creative Commons Attribution License. Articles submitted before this date were published under the agreement as stated in the final article.,ROMEO,,DOI,,OAG
,PMC3557659,10.1111/j.1365-2141.2011.08755.x,Wiley-Blackwell,British Society for Haematology,0007-1048,,British Journal of Haematology,Hybrid,Malaria: modification of the red blood cell and consequences in the human host,,,,,,"£1,929.35",,,ROMEO,PMC,DOI,,OAG
,PMC3437476,10.1111/j.1365-2214.2011.01270.x,Wiley-Blackwell,,,,"Child: Care, Health Development",Hybrid,Parental depression and child outcomes - is marital conflict the missing link,,,,,,"£2,260.32",,,,PMC,DOI,,OAG
,PMC3472025,10.1111/j.1365-2753.2012.01914.x,Wiley-Blackwell,,,,Evaluation in Clinical Practice,Hybrid,Unreasonable reasons: normative judgements in the assessment of mental capacity,,,,,,"£2,300.38",,,,PMC,DOI,,OAG
,PMC3505369,10.1111/j.1365-2796.2011.02473.x,Wiley-Blackwell,,0954-6820,,Journal of Internal Medicine,Hybrid,Acute infection and venous thromboembolism,,,,,,"£1,873.87",,,ROMEO,PMC,DOI,,OAG
,PMC3488597,10.1111/j.1365-2826.2012.02353.x,Wiley-Blackwell,British Society for Neuroendocrinology,0953-8194,,Journal of Neuroendocrinology,Hybrid,Changes in the brain accumulation of glucocorticoids in abcb1a-deficient CF-1 mice.,,,,,,"£2,302.93",,,ROMEO,PMC,DOI,,OAG
,PMC3786528,10.1111/j.1365-2869.2012.01054.x,Wiley-Blackwell,European Sleep Research Society,0962-1105,3.04,Journal of Sleep Research,Hybrid,Sleep patterns in children with ADHD: a population-based cohort study from birth to 11 years,,,,,,"£2,368.42",,,ROMEO,PMC,DOI,,OAG
,PMC3712463,10.1111/j.1365-2990.2012.01269.x,Wiley-Blackwell,British Neuropathological Society,1365-2990,4.84,Neuropathology and Applied Neurobiology,Hybrid,Panthothenate kinase-associated neurodegeneration is not a synucleinopathy,,,,,,"£1,500.00",,,ROMEO,PMC,DOI,,OAG
,PMC3558801,10.1111/j.1365-3156.2011.02829.x,Wiley-Blackwell,,1365-3156,2.94,Tropical Medicine and International Health,Hybrid,Preparing for national school-based deworming in Kenya: the validation and large-scale distribution of school questionnaires with urinary schistosomiasis,,,,,Yes,"£1,870.32",Michelle Brook,"© 2011 Blackwell Publishing Ltd, Re-use of this article is permitted in accordance with the Creative Commons Deed, Attribution 2.5, which does not permit commercial exploitation.""",ROMEO,PMC,DOI,,OAG
,PMC3440593,10.1111/j.1365-3156.2012.03029.x,Wiley-Blackwell,,1740-8709,2.11,Maternal and Child Nutrition,Hybrid,The Burden and consequences of inherited blood disorders among young children in Western Kenya,,,,,,"£1,863.00",,,ROMEO,PMC,DOI,,OAG
,PMC3654171,10.1111/j.1399-0004.2010.01605.x,Wiley-Blackwell,,0009-9163,4.25,Clinical Genetics,Hybrid,Telamere length measurement can distinguish pathogenic from non-pathogenic var…,,,,,,"£2,864.53",,,ROMEO,PMC,DOI,,OAG
,PMC3798115,10.1111/j.1420-9101.2012.02579.x,Wiley-Blackwell,European Society of Evolutionary Biology,1010-061X,,Journal of Evolutionary Biology,Hybrid,Fecundity compensation and tolerance to a sterilizing pathogen in Daphnia.,,,,,,"£2,365.54",,,ROMEO,PMC,DOI,,OAG
,PMC2955965,10.1111/j.1460-9568.2010.07226.x,Wiley-Blackwell,Federation of European Neuroscience Societies,0953-816X,,European Journal of Neuroscience,Hybrid,Hyperpolarization-activated ion channels as targets for nitric oxide signalling in deep cerebellar nuclei,,,,,,"£1,982.35",,,ROMEO,PMC,DOI,,OAG
,PMC3532605,10.1111/j.1462-5822.2012.01809.x,Wiley-Blackwell,Wiley-Blackwell,1462-5814,4.81,Cellular Microbiology,Hybrid,Modulation of activation-associated host cell gene expression by the apicomplexn parasite Theileria annulata,,,,,,"£1,800.00",,,ROMEO,PMC,DOI,,OAG
,PMC3593001,10.1111/j.1467-7687.2012.01151.x,Wiley-Blackwell,Wiley-Blackwell,1467-7687,3.63,Development Science,Hybrid,Nine-month-old infants do not need to know what the agent prefers in order to,,,,,,"£2,351.81",,,ROMEO,PMC,DOI,,OAG
,PMC3492912,10.1111/j.1467-789X.2011.00971.x,Wiley-Blackwell,International Association for the Study of Obesity,1467-789X,6.87,Obesity Reviews,Hybrid,Does maternal body mass index during pregnancy influence risk of schizophrenia in the adult offspring?,,,,,,"£2,275.02",,,ROMEO,PMC,DOI,,OAG
